investor_id,sip_transactions,avg_gap_days,max_gap_days,status
INV004864,8,43.29,114.0,At-Risk
INV004865,7,76.33,143.0,At-Risk
INV004868,8,56.0,226.0,At-Risk
INV004871,8,69.14,170.0,At-Risk
INV004877,7,80.5,276.0,At-Risk
INV004889,7,70.67,159.0,At-Risk
INV004891,8,55.86,128.0,At-Risk
INV004896,6,79.4,252.0,At-Risk
INV004901,6,54.6,96.0,At-Risk
INV004911,7,63.67,97.0,At-Risk
INV004913,6,87.0,156.0,At-Risk
INV004916,7,75.5,162.0,At-Risk
INV004917,7,51.0,77.0,At-Risk
INV004924,9,59.75,116.0,At-Risk
INV004925,7,70.83,105.0,At-Risk
INV004926,8,66.29,133.0,At-Risk
INV004927,7,34.17,63.0,At-Risk
INV004947,6,45.0,75.0,At-Risk
INV004953,7,67.17,138.0,At-Risk
INV004956,8,59.14,155.0,At-Risk
INV004958,7,73.17,135.0,At-Risk
INV004959,6,68.6,193.0,At-Risk
INV004967,6,63.2,112.0,At-Risk
INV004973,9,55.0,99.0,At-Risk
INV004974,8,52.43,102.0,At-Risk
INV004978,7,63.83,157.0,At-Risk
INV004981,8,49.14,115.0,At-Risk
INV004983,7,57.67,128.0,At-Risk
INV004984,7,75.33,177.0,At-Risk
INV004986,7,81.33,185.0,At-Risk
INV004992,7,81.5,176.0,At-Risk
INV004996,10,46.33,104.0,At-Risk
INV004997,7,71.0,248.0,At-Risk
